,title,deputado_id,year,number,full_ref,vote,sessao_id,date,type
16082,"REQUERIMENTO DE RETIRADA DE PAUTA",529134,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
16967,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 4 SESSÕES",523023,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
2083,"REQUERIMENTO DE RETIRADA DE PAUTA",524132,2011,61,"PEC  N  61 2011",O,331,2011-11-22,PEC
29862,"DVS - DEM - EMENDA Nº 22",530197,2011,382,"PL   N  382 2011",S,13,2011-02-16,PL
17531,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",521703,2008,306,"PLP  N  306 2008",S,255,2011-09-21,PLP
2383,"DVS - DEM- EXP "" E DE INTERVENÇÃO DE DOMINIO ECONÔMICO"" CAP ART. 76",523540,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
29978,"DVS - DEM - EMENDA 135",522344,2012,579,"MPV  N  579 2012",N,351,2012-12-18,MPV
2400,"DVS - DEM - ART. 3º-A DA LEI 9933/99, ART. 13 DO PLV",530057,2011,541,"MPV  N  541 2011",N,287,2011-10-19,MPV
18499,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",521987,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
13135,"DVS - Bloco PvPps - EXPR: ""por meio de decreto"" - ART. 3º DO PL 382/2011 (...)",530113,2011,382,"PL   N  382 2011",S,14,2011-02-16,PL
9119,"DVS - DEM - CAPÍTULO I DO PLV",520353,2011,527,"MPV  N  527 2011",N,167,2011-06-28,MPV
15709,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",530214,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
28802,"DVS - PSDB - EMENDA Nº 18",530069,2004,3937,"PL   N  3937 2004",N,274,2011-10-05,PL
14387,"DVS - PSDB - § 3º DO ART. 8º DO PLV",530176,2011,527,"MPV  N  527 2011",S,167,2011-06-28,MPV
6492,"DVS - DEM - EMENDA Nº 28",530063,2011,1209,"PL   N  1209 2011",N,228,2011-08-31,PL
2116,"DVS - PSDB - § 3º DO ART. 8º DO PLV",530031,2011,527,"MPV  N  527 2011",N,167,2011-06-28,MPV
27250,"DVS - Bloco PvPps - EXPR: ""por meio de decreto"" - ART. 3º DO PL 382/2011 (...)",530065,2011,382,"PL   N  382 2011",S,14,2011-02-16,PL
23939,"REQUERIMENTO DE RETIRADA DE PAUTA",527952,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
28582,"DVS - PSDB - ART. 12 DO PLV",533313,2011,532,"MPV  N  532 2011",N,209,2011-08-17,MPV
6677,"REQUERIMENTO DE RETIRADA DE PAUTA",530040,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
21310,"DVS - PSDB - EMENDA Nº 18",527369,2004,3937,"PL   N  3937 2004",S,274,2011-10-05,PL
9083,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS""",525627,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
16655,"DVS - DEM - CAPÍTULO I DO PLV",521137,2011,527,"MPV  N  527 2011",S,167,2011-06-28,MPV
6122,"PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011",528021,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
336,"DVS - PSDB - EMENDA Nº 8",530093,2011,539,"MPV  N  539 2011",N,273,2011-10-05,MPV
15533,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",522014,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
12216,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV",530111,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
3976,"DVS - PSDB -  ART. 5º DO PLV",532458,2010,513,"MPV  N  513 2010",S,84,2011-04-26,MPV
16490,"DVS - DEM - EMENDA Nº 22",530123,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
23908,"REQUERIMENTO DE RETIRADA DE PAUTA",530007,2011,533,"MPV  N  533 2011",N,218,2011-08-24,MPV
29453,"REQUERIMENTO DE RETIRADA DE PAUTA",530138,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
16145,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",530049,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
27020,"DVS - PSDB - EMENDA Nº 18",522097,2004,3937,"PL   N  3937 2004",N,274,2011-10-05,PL
9865,"REQUERIMENTO DE RETIRADA DE PAUTA",530028,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
6083,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",531069,2007,98,"PEC  N  98 2007",N,332,2011-11-22,PEC
25056,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",530172,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
16964,"DVS - PPS - ART. 46 DO PLV",523023,2011,540,"MPV  N  540 2011",N,299,2011-10-26,MPV
2465,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",523606,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
16549,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",530123,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
20901,"REQUERIMENTO DE RETIRADA DE PAUTA",521038,2010,511,"MPV  N  511 2010",N,58,2011-04-05,MPV
17533,"PROJETO DE DECRETO LEGISLATIVO",521703,2011,220,"PDC  N  220 2011",O,281,2011-10-11,PDC
6637,"DVS - PSDB - EMENDA Nº 1",530040,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
23082,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",530896,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
2262,"DVS - Bloco PvPps - EXPR: ""por meio de decreto"" - ART. 3º DO PL 382/2011 (...)",520520,2011,382,"PL   N  382 2011",S,14,2011-02-16,PL
13639,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",520857,2008,306,"PLP  N  306 2008",N,255,2011-09-21,PLP
16481,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",525771,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
9509,"REQUERIMENTO DE RETIRADA DE PAUTA",530017,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
21254,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",523150,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
11518,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",530061,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
18993,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",524876,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
19153,"DVS - PSDB - ART. 9º DO PLV",531025,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
20866,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",530151,2011,532,"MPV  N  532 2011",S,208,2011-08-17,MPV
890,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",520406,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
16403,"REQUERIMENTO DE RETIRADA DE PAUTA",521068,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
13345,"VOTAÇÃO EM SEGUNDO TURNO",528540,2011,61,"PEC  N  61 2011",S,331,2011-11-22,PEC
10014,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUIDOS  "" CAPUT  ART. 76",530053,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
3337,"DVS - PSDB - EMENDA Nº 8",530106,2011,539,"MPV  N  539 2011",S,273,2011-10-05,MPV
14147,"DVS - PSDB - ART. 12 DO PLV",530200,2011,532,"MPV  N  532 2011",S,209,2011-08-17,MPV
17098,"REQUERIMENTO DE RETIRADA DE PAUTA",530026,2011,530,"MPV  N  530 2011",N,191,2011-08-03,MPV
5023,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",530052,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
8165,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",522190,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
28989,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS""",530208,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
18532,"DVS - PSDB - EMENDA Nº 3",530128,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
228,"PROJETO DE LEI COMPLEMENTAR",525500,2011,87,"PLP  N  87 2011",S,228,2011-08-31,PLP
13709,"REQUERIMENTO DE RETIRADA DE PAUTA",528553,2011,527,"MPV  N  527 2011",N,153,2011-06-15,MPV
22992,"DVS - DEM - EMENDA Nº 34",520068,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
18708,"REQUERIMENTO DE RETIRADA DE PAUTA",524874,2011,532,"MPV  N  532 2011",N,208,2011-08-17,MPV
21940,"DVS - DEM - ART. 24 DO PLV",530155,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
11332,"DVS - PSDB - EXPR. ""autoriza... ETAV"" CONST. DO ART. 1º DO PLV",530203,2010,511,"MPV  N  511 2010",S,59,2011-04-06,MPV
11471,"REQUERIMENTO DE RETIRADA DE PAUTA",530061,2011,527,"MPV  N  527 2011",O,153,2011-06-15,MPV
24423,"DVS - PSDB - EXPR. ""autoriza... ETAV"" CONST. DO ART. 1º DO PLV",530205,2010,511,"MPV  N  511 2010",N,59,2011-04-06,MPV
15097,"REQUERIMENTO DE RETIRADA DE PAUTA",520341,2011,527,"MPV  N  527 2011",N,153,2011-06-15,MPV
10415,"REQUERIMENTO DE RETIRADA DE PAUTA",530067,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
10705,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",521216,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
19169,"DVS - PSDB - EMENDA Nº 8",531025,2011,539,"MPV  N  539 2011",N,273,2011-10-05,MPV
2299,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",520520,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
16028,"DVS - PV - ART. 2º  DO  PLV",529134,2010,512,"MPV  N  512 2010",N,68,2011-04-13,MPV
29371,"DVS - PSDB -  ART. 5º DO PLV",521577,2010,513,"MPV  N  513 2010",S,84,2011-04-26,MPV
22504,"REQUERIMENTO DE RETIRADA DE PAUTA",528722,2010,502,"MPV  N  502 2010",N,20,2011-02-22,MPV
29288,"VOTAÇÃO EM SEGUNDO TURNO",525440,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
9066,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV",525627,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
20981,"REQUERIMENTO DE RETIRADA DE PAUTA",530175,2010,517,"MPV  N  517 2010",O,116,2011-05-18,MPV
22482,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",531877,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
27504,"DVS - PSDB - § 3º DO ART. 8º DO PLV",530998,2011,527,"MPV  N  527 2011",N,167,2011-06-28,MPV
7796,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",530032,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
11620,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS""",522840,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
28563,"REQUERIMENTO DE RETIRADA DE PAUTA",533313,2010,2600,"PDC  N  2600 2010",O,60,2011-04-06,PDC
13652,"REQUERIMENTO DE RETIRADA DE PAUTA",524833,2010,511,"MPV  N  511 2010",N,58,2011-04-05,MPV
26533,"REQUERIMENTO DE RETIRADA DE PAUTA",530109,2011,530,"MPV  N  530 2011",N,191,2011-08-03,MPV
677,"DVS - DEM - CAPÍTULO I DO PLV",530196,2011,527,"MPV  N  527 2011",N,167,2011-06-28,MPV
24744,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",522553,2008,306,"PLP  N  306 2008",N,255,2011-09-21,PLP
5873,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",530163,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
28080,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",531878,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
14574,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUÍDOS""",520332,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
15780,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS""",530198,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
18562,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUIDOS  "" CAPUT  ART. 76",530128,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
18132,"REQUERIMENTO DE RETIRADA DE PAUTA",526317,2011,533,"MPV  N  533 2011",N,217,2011-08-24,MPV
1808,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",525539,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
2657,"VOTAÇÃO EM SEGUNDO TURNO",522534,2011,61,"PEC  N  61 2011",S,331,2011-11-22,PEC
20665,"DVS - DEM - ART. 23 DO PLV",530188,2010,511,"MPV  N  511 2010",S,59,2011-04-06,MPV
27780,"DVS - PSDB - EMENDA Nº 8",530210,2011,539,"MPV  N  539 2011",S,273,2011-10-05,MPV
17594,"REQUERIMENTO DE RETIRADA DE PAUTA",530209,2010,503,"MPV  N  503 2010",O,21,2011-02-23,MPV
12977,"REQUERIMENTO DE RETIRADA DE PAUTA",530145,2011,527,"MPV  N  527 2011",S,154,2011-06-15,MPV
2387,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",523540,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
24579,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",528650,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
7124,"DVS - DEM - CAPÍTULO I DO PLV",527378,2011,527,"MPV  N  527 2011",S,167,2011-06-28,MPV
2236,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",521241,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
9950,"REQUERIMENTO DE RETIRADA DE PAUTA",527045,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
27241,"DVS - DEM- EXP "" E DE INTERVENÇÃO DE DOMINIO ECONÔMICO"" CAP ART. 76",530193,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
25663,"REQUERIMENTO DE RETIRADA DE PAUTA",520760,2011,527,"MPV  N  527 2011",N,153,2011-06-15,MPV
24002,"REQUERIMENTO DE CONCESSÃO DE PRAZO",530064,2010,511,"MPV  N  511 2010",N,57,2011-04-05,MPV
4013,"DVS - DEM - EMENDA Nº 22",530211,2011,382,"PL   N  382 2011",S,13,2011-02-16,PL
2246,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS""",521241,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
17829,"REQUERIMENTO DE RETIRADA DE PAUTA",530045,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
25975,"DVS - DEM - EMENDA Nº 28",530185,2011,1209,"PL   N  1209 2011",S,228,2011-08-31,PL
17210,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",530081,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
9574,"PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011",526411,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
21042,"REQUERIMENTO DE RETIRADA DE PAUTA",523198,2010,502,"MPV  N  502 2010",O,19,2011-02-22,MPV
19864,"DVS - PSDB - EMENDA Nº 3",530089,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
5177,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",522329,2011,61,"PEC  N  61 2011",S,313,2011-11-08,PEC
24435,"DVS - PMDB - EMENDA Nº 164",530205,1999,1876,"PL   N  1876 1999",N,123,2011-05-24,PL
8138,"REQUERIMENTO DE RETIRADA DE PAUTA",522190,2010,2600,"PDC  N  2600 2010",O,60,2011-04-06,PDC
25412,"DVS - PSDB - ART. 20 DO PLV",530124,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
356,"REQUERIMENTO DE RETIRADA DE PAUTA",530093,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
16751,"REQUERIMENTO DE RETIRADA DE PAUTA",530062,2011,527,"MPV  N  527 2011",N,153,2011-06-15,MPV
21615,"REQUERIMENTO DE RETIRADA DE PAUTA",522008,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
17038,"DVS - PPS - ART. 46 DO PLV",526213,2011,540,"MPV  N  540 2011",S,299,2011-10-26,MPV
25855,"REQUERIMENTO DE RETIRADA DE PAUTA",530099,2011,527,"MPV  N  527 2011",O,154,2011-06-15,MPV
24940,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",530142,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
3702,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",526207,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
29566,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV",531760,2011,532,"MPV  N  532 2011",N,215,2011-08-23,MPV
17566,"REQUERIMENTO DE RETIRADA DE PAUTA",525797,2010,511,"MPV  N  511 2010",N,57,2011-04-05,MPV
25792,"PROJETO DE DECRETO LEGISLATIVO",530008,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
4934,"DVS - DEM - ART. 23 DO PLV",528009,2010,511,"MPV  N  511 2010",S,59,2011-04-06,MPV
4599,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",530149,2007,98,"PEC  N  98 2007",N,332,2011-11-22,PEC
21492,"DVS - DEM - EMENDA Nº 34",530068,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
11095,"DVS - DEM - ART. 24 DO PLV",524520,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
22437,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",523094,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
6020,"REQUERIMENTO DE RETIRADA DE PAUTA",520221,2011,61,"PEC  N  61 2011",O,316,2011-11-09,PEC
3786,"DVS - PPS - ART. 46 DO PLV",528887,2011,540,"MPV  N  540 2011",S,299,2011-10-26,MPV
28121,"REQUERIMENTO DE RETIRADA DE PAUTA",527977,2011,527,"MPV  N  527 2011",N,154,2011-06-15,MPV
21690,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",530108,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
16435,"REQUERIMENTO DE RETIRADA DE PAUTA",522398,2007,98,"PEC  N  98 2007",N,332,2011-11-22,PEC
3974,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",532458,2010,511,"MPV  N  511 2010",S,58,2011-04-05,MPV
5188,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUÍDOS""",522329,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
23813,"REQUERIMENTO DE RETIRADA DE PAUTA",522109,2010,511,"MPV  N  511 2010",N,58,2011-04-05,MPV
14246,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",523277,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
3013,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 4 SESSÕES",522071,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
18619,"PROJETO DE DECRETO LEGISLATIVO",530180,2010,2600,"PDC  N  2600 2010",S,60,2011-04-06,PDC
28576,"DVS - DEM - CAPÍTULO I DO PLV",533313,2011,527,"MPV  N  527 2011",N,167,2011-06-28,MPV
12095,"REQUERIMENTO DE RETIRADA DE PAUTA",530115,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
27097,"DVS - DEM - EXP. ""EM 20% NO ANO DE 2012,15% EM 2013, 10% EM 2014 E 5%  2015.",530000,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
11720,"DVS - PV-PPS - EMENDA 64",530010,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
4593,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",530149,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
26235,"DVS - PV - ART. 2º  DO  PLV",521130,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
22733,"SUBSTITUTIVO DA COMISSÃO ESPECIAL",526489,2011,1749,"PL   N  1749 2011",S,252,2011-09-20,PL
22195,"DVS - PMDB - EMENDA Nº 164",520343,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
27715,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES",533308,2011,61,"PEC  N  61 2011",S,331,2011-11-22,PEC
16402,"DVS - DEM - EXP. ""EM 20% NO ANO DE 2012,15% EM 2013, 10% EM 2014 E 5%  2015.",521068,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
6082,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",531069,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
20109,"REQUERIMENTO DE RETIRADA DE PAUTA",522928,2011,533,"MPV  N  533 2011",N,218,2011-08-24,MPV
17676,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",532007,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
15038,"DVS - DEM - ART. 23 DO PLV",530091,2010,511,"MPV  N  511 2010",S,59,2011-04-06,MPV
26632,"DVS - PSDB -  ART. 5º DO PLV",530001,2010,513,"MPV  N  513 2010",S,84,2011-04-26,MPV
26099,"PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011",522843,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
9556,"DVS - DEM - EMENDA Nº 34",526411,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
2818,"DVS - PSDB - ART. 9º DO PLV",530034,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
19836,"REQUERIMENTO DE RETIRADA DE PAUTA",530089,2010,502,"MPV  N  502 2010",N,20,2011-02-22,MPV
16350,"DVS - PSDB - EMENDA Nº 1",521068,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
7607,"REQUERIMENTO DE RETIRADA DE PAUTA",530119,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
9246,"DVS - PSDB - ART. 20 DO PLV",522825,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
17163,"DVS - PSDB - ART. 12 DO PLV",523066,2011,532,"MPV  N  532 2011",N,209,2011-08-17,MPV
18140,"DVS - DEM - EXP. ""EM 20% NO ANO DE 2012,15% EM 2013, 10% EM 2014 E 5%  2015.",526317,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
19197,"PROJETO DE DECRETO LEGISLATIVO",522922,2010,2600,"PDC  N  2600 2010",S,60,2011-04-06,PDC
7097,"DVS - PSDB - EMENDA Nº 1",527378,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
5880,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",530163,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
21724,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",530108,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
24551,"REQUERIMENTO DE RETIRADA DE PAUTA",528650,2010,511,"MPV  N  511 2010",O,57,2011-04-05,MPV
13219,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",530152,2010,511,"MPV  N  511 2010",S,58,2011-04-05,MPV
22952,"REQUERIMENTO DE RETIRADA DE PAUTA",527813,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
10504,"PROJETO DE LEI DE CONVERSÃO",525638,2011,527,"MPV  N  527 2011",S,154,2011-06-15,MPV
6838,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",530144,1999,1876,"PL   N  1876 1999",N,123,2011-05-24,PL
10371,"REQUERIMENTO DE RETIRADA DE PAUTA",530067,2010,503,"MPV  N  503 2010",N,21,2011-02-23,MPV
26367,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",524745,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
21632,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",522008,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
5610,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",531071,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
8993,"REQUERIMENTO DE RETIRADA DE PAUTA",520258,2007,98,"PEC  N  98 2007",N,332,2011-11-22,PEC
2839,"PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011",530034,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
8739,"DVS - PSDB - EMENDA Nº 3",530070,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
11902,"EMENDA Nº 1",526079,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
29298,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530117,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
13409,"EMENDA Nº 1",525831,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
9183,"DVS - DEM - EMENDA Nº 34",530082,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
2744,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",530025,2010,511,"MPV  N  511 2010",S,58,2011-04-05,MPV
13711,"PROJETO DE LEI DE CONVERSÃO",528553,2011,527,"MPV  N  527 2011",N,154,2011-06-15,MPV
13587,"REQUERIMENTO DE RETIRADA DE PAUTA",531198,2011,530,"MPV  N  530 2011",N,191,2011-08-03,MPV
9804,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",532966,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
19819,"REQUERIMENTO DE RETIRADA DE PAUTA",523624,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
