,title,deputado_id,year,number,full_ref,vote,sessao_id,date,type
13757,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",530006,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
15737,"DVS - PMDB - EMENDA Nº 164",530198,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
20177,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV",531922,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
8376,"DVS - PSDB - EXP. ""ATÉ 31 DE DEZEMBRO DE 2013"" EMENDA 4 SUB ART. 76 PEC",530199,2011,61,"PEC  N  61 2011",O,316,2011-11-09,PEC
4632,"VOTAÇÃO EM SEGUNDO TURNO",524095,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
7783,"DVS - PSDB - EXP. ""ATÉ 31 DE DEZEMBRO DE 2013"" EMENDA 4 SUB ART. 76 PEC",530032,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
17516,"REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV",521703,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
7850,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",527013,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
12936,"DVS - DEM - ART. 3º-A DA LEI 9933/99, ART. 13 DO PLV",530047,2011,541,"MPV  N  541 2011",S,287,2011-10-19,MPV
19553,"DVS - DEM - CAPÍTULO I DO PLV",528067,2011,527,"MPV  N  527 2011",N,167,2011-06-28,MPV
12770,"REQUERIMENTO DE RETIRADA DE PAUTA",528531,2010,502,"MPV  N  502 2010",N,20,2011-02-22,MPV
17303,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",520290,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
7884,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",530039,2011,532,"MPV  N  532 2011",S,208,2011-08-17,MPV
15695,"DVS - DEM - ART. 3º-A DA LEI 9933/99, ART. 13 DO PLV",530214,2011,541,"MPV  N  541 2011",S,287,2011-10-19,MPV
19398,"REQUERIMENTO DE CONCESSÃO DE PRAZO",524882,2010,511,"MPV  N  511 2010",N,57,2011-04-05,MPV
22109,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",530194,2010,511,"MPV  N  511 2010",S,58,2011-04-05,MPV
26763,"DVS - PSDB - EXPRESSÃO ""básico e"" § 1º DO ART. 9º DO PLV",526509,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
3136,"DVS - PPS - ART. 46 DO PLV",520172,2011,540,"MPV  N  540 2011",S,299,2011-10-26,MPV
14447,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV",525000,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
7346,"REQUERIMENTO DE CONCESSÃO DE PRAZO",530190,2010,511,"MPV  N  511 2010",N,57,2011-04-05,MPV
4765,"EMENDA Nº 1",528288,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
26210,"PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011",520829,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
13838,"EMENDA Nº 1",521109,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
6526,"DVS -PDT-EXP:"" SALVO NA ETAPA DE...LASER"", ART. 150, VI, e / ART.1º SUBST.",530063,2007,98,"PEC  N  98 2007",N,332,2011-11-22,PEC
26825,"DVS - PSDB - EXPRESSÃO ""básico e"" § 1º DO ART. 9º DO PLV",522258,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
13910,"DVS - PMDB - EMENDA Nº 164",523543,1999,1876,"PL   N  1876 1999",N,123,2011-05-24,PL
27237,"REQUERIMENTO DE RETIRADA DE PAUTA",530193,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
14390,"REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV",530176,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
23520,"REQUERIMENTO DE RETIRADA DE PAUTA",530153,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
15596,"REQUERIMENTO DE RETIRADA DE PAUTA",521209,2010,517,"MPV  N  517 2010",N,116,2011-05-18,MPV
28535,"REQUERIMENTO DE RETIRADA DE PAUTA",530132,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
16094,"DVS - DEM - EMENDA Nº 22",530049,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
28231,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",530126,2010,511,"MPV  N  511 2010",S,58,2011-04-05,MPV
3641,"DVS - PMDB - EMENDA Nº 164",530074,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
15646,"DVS - PSDB - EMENDA Nº 1",530214,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
9599,"DVS - DEM - ART. 23 DO PLV",521798,2010,511,"MPV  N  511 2010",S,59,2011-04-06,MPV
29931,"REQUERIMENTO DE RETIRADA DE PAUTA",533314,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
24977,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",530142,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
13233,"REQUERIMENTO DE RETIRADA DE PAUTA",530152,2011,527,"MPV  N  527 2011",N,154,2011-06-15,MPV
9395,"REQUERIMENTO DE RETIRADA DE PAUTA",527540,2010,511,"MPV  N  511 2010",O,57,2011-04-05,MPV
7945,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",530080,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
28833,"REQUERIMENTO DE RETIRADA DE PAUTA",521528,2011,527,"MPV  N  527 2011",N,153,2011-06-15,MPV
21242,"REQUERIMENTO DE ENCERRAMENTO DA DISCUSSÃO E ENCAMINHAMENTO",523150,2011,532,"MPV  N  532 2011",S,208,2011-08-17,MPV
5506,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",530088,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
28050,"DVS - PSDB - § 3º DO ART. 8º DO PLV",531878,2011,527,"MPV  N  527 2011",S,167,2011-06-28,MPV
12385,"DVS - DEM - EMENDA Nº 28",523546,2011,1209,"PL   N  1209 2011",S,228,2011-08-31,PL
20722,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",530188,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
14932,"DVS - DEM - EXP. ""EM 20% NO ANO DE 2012,15% EM 2013, 10% EM 2014 E 5%  2015.",523548,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
17600,"DVS - DEM - ART. 23 DO PLV",530209,2010,511,"MPV  N  511 2010",N,59,2011-04-06,MPV
17019,"REQUERIMENTO DE RETIRADA DE PAUTA",526213,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
22043,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",530051,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
5665,"REQUERIMENTO DE RETIRADA DE PAUTA",524733,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
8157,"DVS - DEM - EMENDA Nº 34",522190,2011,528,"MPV  N  528 2011",S,175,2011-07-05,MPV
13914,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",523543,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
5231,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",532346,2008,306,"PLP  N  306 2008",S,255,2011-09-21,PLP
5367,"DVS - PSDB - EXPRESSÃO ""básico e"" § 1º DO ART. 9º DO PLV",530116,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
10122,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",532929,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
10655,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",524817,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
11594,"DVS - PSDB -  ART. 5º DO PLV",522840,2010,513,"MPV  N  513 2010",S,84,2011-04-26,MPV
10046,"DVS - PSDB - EMENDA Nº 3",524512,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
16643,"REQUERIMENTO DE RETIRADA DE PAUTA",521137,2010,511,"MPV  N  511 2010",N,58,2011-04-05,MPV
745,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES",530165,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
9212,"REQUERIMENTO DE RETIRADA DE PAUTA",530082,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
27354,"DVS - PSDB - ART. 20 DO PLV",528107,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
7530,"PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011",527657,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
26691,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",520152,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
234,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",525500,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
28529,"DVS - PV-PPS - INC. II DO § 3º DO ART. 1º, CONST. DO ART. 12 DO PLV",530132,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
8286,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",526158,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
18018,"REQUERIMENTO DE RETIRADA DE PAUTA",520647,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
2458,"REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV",523606,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
3014,"REQUERIMENTO DE RETIRADA DE PAUTA",522071,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
19533,"DVS - PSDB - EXPRESSÃO ""CONTRIBUIÇÕES SOCIAIS"" CAPUT ART. 76",521107,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
13288,"DVS - DEM - ART. 23 DO PLV",528540,2010,511,"MPV  N  511 2010",S,59,2011-04-06,MPV
16724,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",526195,2008,306,"PLP  N  306 2008",N,255,2011-09-21,PLP
29790,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",526124,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
13195,"DVS - DEM - EXP. ""EM 20% NO ANO DE 2012,15% EM 2013, 10% EM 2014 E 5%  2015.",530113,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
18187,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUÍDOS""",520518,2011,61,"PEC  N  61 2011",S,316,2011-11-09,PEC
19711,"DVS - PSDB - EMENDA Nº 1",523410,2011,382,"PL   N  382 2011",S,13,2011-02-16,PL
22656,"DVS - DEM - CAPÍTULO I DO PLV",520787,2011,527,"MPV  N  527 2011",S,167,2011-06-28,MPV
4330,"DVS - DEM - INC. IV DO ART. 24d DA LEI 10.683/03 (ART. 1º DA MP)",530187,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
20525,"DVS - PSDB - EMENDA Nº 18",530120,2004,3937,"PL   N  3937 2004",N,274,2011-10-05,PL
26803,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",526509,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
5741,"REQUERIMENTO DE RETIRADA DE PAUTA",520407,2010,511,"MPV  N  511 2010",N,57,2011-04-05,MPV
23571,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",524687,2008,306,"PLP  N  306 2008",N,255,2011-09-21,PLP
14794,"REQUERIMENTO DE RETIRADA DE PAUTA",530075,2011,527,"MPV  N  527 2011",N,153,2011-06-15,MPV
8612,"REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV",530044,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
22539,"DVS - PSDB - EMENDA Nº 18",528722,2004,3937,"PL   N  3937 2004",N,274,2011-10-05,PL
19641,"REQUERIMENTO DE RETIRADA DE PAUTA",527629,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
3051,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",530168,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
29491,"DVS - PPS - EXP "" OU QUE VIEREM A SER CRIADOS... LEGAIS "" CAPUT ART. 76",530138,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
2620,"DVS - PSDB - § 3º DO ART. 8º DO PLV",522534,2011,527,"MPV  N  527 2011",N,167,2011-06-28,MPV
21614,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",522008,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
11447,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",530178,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
22777,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",520901,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
2520,"DVS - PSDB - EXPRESSÃO ""JÁ INSTITUÍDOS""",528260,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
6420,"DVS - PSDB - EMENDA Nº 8",522042,2011,539,"MPV  N  539 2011",N,273,2011-10-05,MPV
440,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",533312,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
12894,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530047,2010,502,"MPV  N  502 2010",O,19,2011-02-22,MPV
9613,"DVS - DEM - ART. 24 DO PLV",521798,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
23310,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",530036,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
22208,"DVS - DEM - EMENDA Nº 34",520343,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
14907,"DVS - PV-PPS - EMENDA 64",523548,2010,517,"MPV  N  517 2010",N,126,2011-05-25,MPV
1788,"DVS - DEM - CAPÍTULO I DO PLV",525539,2011,527,"MPV  N  527 2011",S,167,2011-06-28,MPV
24841,"REQUERIMENTO DE RETIRADA DE PAUTA",532847,2011,61,"PEC  N  61 2011",O,314,2011-11-08,PEC
20278,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",532148,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
3032,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",522071,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
10722,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",521216,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
27203,"REQUERIMENTO DE RETIRADA DE PAUTA",530193,2011,532,"MPV  N  532 2011",N,206,2011-08-16,MPV
27116,"REQUERIMENTO DE RETIRADA DE PAUTA",530154,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
12652,"DVS - PSDB - ART. 12 DO PLV",531199,2011,532,"MPV  N  532 2011",N,209,2011-08-17,MPV
6786,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",526835,2011,532,"MPV  N  532 2011",N,215,2011-08-23,MPV
20971,"DVS - PSDB - EXPR. ""autoriza... ETAV"" CONST. DO ART. 1º DO PLV",530175,2010,511,"MPV  N  511 2010",O,59,2011-04-06,MPV
6808,"DVS - PSDB - EXP. ""ATÉ 31 DE DEZEMBRO DE 2013"" EMENDA 4 SUB ART. 76 PEC",526835,2011,61,"PEC  N  61 2011",N,316,2011-11-09,PEC
16873,"REQUERIMENTO DE RETIRADA DE PAUTA",530110,2010,502,"MPV  N  502 2010",N,19,2011-02-22,MPV
26130,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",530122,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
14582,"DVS - PPS - EXP "" OU QUE VIEREM A SER CRIADOS... LEGAIS "" CAPUT ART. 76",520332,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
24499,"REQUERIMENTO DE RETIRADA DE PAUTA",530195,2010,511,"MPV  N  511 2010",O,58,2011-04-05,MPV
12053,"DVS - PV - ART. 2º  DO  PLV",530115,2010,512,"MPV  N  512 2010",S,68,2011-04-13,MPV
7804,"DVS - PT - § 7º DO ART. 11-B CONSTANTE DO ART. 1º DO PLV",527013,2010,512,"MPV  N  512 2010",N,68,2011-04-13,MPV
6481,"DVS - DEM - EMENDA Nº 34",530063,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
26566,"REQUERIMENTO DE RETIRADA DE PAUTA",527964,2011,532,"MPV  N  532 2011",N,208,2011-08-17,MPV
17153,"DVS - DEM - ART. 24 DO PLV",523066,2010,517,"MPV  N  517 2010",S,126,2011-05-25,MPV
7410,"REQUERIMENTO DE RETIRADA DE PAUTA",530190,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
18550,"PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011",530128,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
7324,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",528229,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
18430,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 2 SESSÕES",530192,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
16366,"DVS - PV - ART. 2º  DO  PLV",521068,2010,512,"MPV  N  512 2010",N,68,2011-04-13,MPV
6906,"DVS - PSDB - EXPR. ""autoriza... ETAV"" CONST. DO ART. 1º DO PLV",532384,2010,511,"MPV  N  511 2010",S,59,2011-04-06,MPV
24686,"DVS - PSDB -  ART. 5º DO PLV",525903,2010,513,"MPV  N  513 2010",N,84,2011-04-26,MPV
4614,"DVS - PMDB - EMENDA Nº 164",524095,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
1588,"PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011",526612,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
13584,"DVS - PSDB - ART. 9º DO PLV",531198,2011,527,"MPV  N  527 2011",N,168,2011-06-28,MPV
1174,"REQUERIMENTO DE RETIRADA DE PAUTA",531759,2010,521,"MPV  N  521 2010",S,102,2011-05-10,MPV
29347,"VOTAÇÃO EM SEGUNDO TURNO",530117,2011,61,"PEC  N  61 2011",S,331,2011-11-22,PEC
6374,"DVS - Bloco PvPps - EXPR: ""por meio de decreto"" - ART. 3º DO PL 382/2011 (...)",522042,2011,382,"PL   N  382 2011",S,14,2011-02-16,PL
13909,"EMENDA SUBSTITUTIVA GLOBAL DE PLENÁRIO Nº 186",523543,1999,1876,"PL   N  1876 1999",S,123,2011-05-24,PL
27216,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",530193,2008,306,"PLP  N  306 2008",N,255,2011-09-21,PLP
19918,"DVS - DEM - ART. 23 DO PLV",522296,2010,511,"MPV  N  511 2010",S,59,2011-04-06,MPV
4142,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 4 SESSÕES",530941,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
12393,"DVS - PPS - ART. 46 DO PLV",523546,2011,540,"MPV  N  540 2011",N,299,2011-10-26,MPV
27907,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",530186,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
25344,"REQUERIMENTO DE RETIRADA DE PAUTA",530160,2010,521,"MPV  N  521 2010",N,102,2011-05-10,MPV
3166,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",530050,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
23705,"CONTRA A DEPUTADA JAQUELINE RORIZ - PMN/DF",530042,2011,1,"REP  N  1 2011",S,225,2011-08-30,REP
15821,"REQUERIMENTO DE RETIRADA DE PAUTA",520403,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
5992,"REQUERIMENTO DE RETIRADA DE PAUTA",520221,2010,502,"MPV  N  502 2010",O,19,2011-02-22,MPV
10953,"REQ. DE CONCESSÃO DO PRAZO DE 1 SESSÃO P/ VOTAÇÃO DO PLV",526179,2011,530,"MPV  N  530 2011",N,190,2011-08-03,MPV
5920,"VOTAÇÃO EM SEGUNDO TURNO",530163,2011,61,"PEC  N  61 2011",S,331,2011-11-22,PEC
26653,"REQUERIMENTO DE RETIRADA DE PAUTA",530001,2011,533,"MPV  N  533 2011",N,217,2011-08-24,MPV
15771,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 4 SESSÕES",530198,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
11647,"REQ. DE CONCESSÃO DE PRAZO POR 1 SESSÃO",523097,2010,514,"MPV  N  514 2010",N,85,2011-04-27,MPV
20142,"REQUERIMENTO DE RETIRADA DE PAUTA",531922,2010,502,"MPV  N  502 2010",N,20,2011-02-22,MPV
28392,"DVS - DEM - ART. 16 DA SUBEMENDA SUBSTITUTIVA GLOBAL DA CFT",530022,2008,306,"PLP  N  306 2008",S,255,2011-09-21,PLP
2124,"REQUERIMENTO DE RETIRADA DE PAUTA",530031,2011,530,"MPV  N  530 2011",N,191,2011-08-03,MPV
26749,"REQUERIMENTO DE ADIAMENTO DA DISCUSSÃO POR 1 SESSÃO",526509,2010,2600,"PDC  N  2600 2010",N,60,2011-04-06,PDC
13366,"DVS - PSDB -  ART. 5º DO PLV",525831,2010,513,"MPV  N  513 2010",S,84,2011-04-26,MPV
12976,"REQUERIMENTO DE RETIRADA DE PAUTA",530145,2011,527,"MPV  N  527 2011",S,153,2011-06-15,MPV
19334,"DVS -DEM- EXP ""OU QUE VIEREM A SER CRIADOS...DATA""   CAPUT ART. 76",530114,2011,61,"PEC  N  61 2011",S,332,2011-11-22,PEC
8451,"VOTAÇÃO EM 1º TURNO DO SUBSTITUTIVO DA COMISSÃO ESPECIAL",532347,2007,98,"PEC  N  98 2007",S,332,2011-11-22,PEC
10170,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",531070,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
3709,"DVS - DEM - CAPÍTULO I DO PLV",526207,2011,527,"MPV  N  527 2011",S,167,2011-06-28,MPV
7480,"DVS - PSDB - EMENDA Nº 1",527657,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
10834,"DVS - DEM - § 3º DO ART. 1º DA MP, CONSTANTE DO ART. 12 DO PLV",521065,2011,532,"MPV  N  532 2011",S,215,2011-08-23,MPV
3080,"REQUERIMENTO DE RETIRADA DE PAUTA",530168,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
23352,"DVS - DEM - EMENDA Nº 28",520511,2011,1209,"PL   N  1209 2011",S,228,2011-08-31,PL
7486,"REQUERIMENTO DE CONCESSÃO DE PRAZO",527657,2010,511,"MPV  N  511 2010",N,57,2011-04-05,MPV
6387,"DVS - PSDB -  ART. 5º DO PLV",522042,2010,513,"MPV  N  513 2010",S,84,2011-04-26,MPV
19640,"DVS - PPS - ART. 46 DO PLV",527629,2011,540,"MPV  N  540 2011",S,299,2011-10-26,MPV
15904,"PROPOSTA DE EMENDA À CONSTITUIÇÃO",530202,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
3594,"DVS - DEM - EMENDA Nº 28",530157,2011,1209,"PL   N  1209 2011",S,228,2011-08-31,PL
17394,"REQUERIMENTO DE RETIRADA DE PAUTA",530014,2011,61,"PEC  N  61 2011",O,313,2011-11-08,PEC
7366,"REQUERIMENTO DE RETIRADA DE PAUTA",530190,2011,527,"MPV  N  527 2011",N,153,2011-06-15,MPV
8809,"DVS - PSDB - ART. 9º DO PLV",530169,2011,527,"MPV  N  527 2011",S,168,2011-06-28,MPV
10462,"REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO POR 5 SESSÕES",530037,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
28423,"DVS - PSDB - EMENDA Nº 1",525478,2011,382,"PL   N  382 2011",N,13,2011-02-16,PL
9555,"DVS - PSDB - EMENDA Nº 3",526411,2011,528,"MPV  N  528 2011",N,175,2011-07-05,MPV
24627,"DVS - PSDB - EXPR. ""autoriza... ETAV"" CONST. DO ART. 1º DO PLV",530100,2010,511,"MPV  N  511 2010",S,59,2011-04-06,MPV
7029,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",530072,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
11071,"DVS - PV/PPS - §  4º DO ART. 76 CONSTANTE DA EMENDA 1",520124,2011,61,"PEC  N  61 2011",N,317,2011-11-09,PEC
1977,"REQUERIMENTO DE RETIRADA DE PAUTA",528219,2011,527,"MPV  N  527 2011",N,154,2011-06-15,MPV
6132,"REQUERIMENTO DE RETIRADA DE PAUTA",528021,2011,61,"PEC  N  61 2011",N,331,2011-11-22,PEC
21792,"DVS - DEM - CAPUT DO ART. 76 DO ADCT CONST. DO ART. 1º DA PEC 61/2011",530191,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
23895,"REQUERIMENTO DE RETIRADA DE PAUTA",530007,2011,527,"MPV  N  527 2011",N,154,2011-06-15,MPV
17246,"REQUERIMENTO DE RETIRADA DE PAUTA",520290,2010,511,"MPV  N  511 2010",N,57,2011-04-05,MPV
28597,"PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011",533313,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
29184,"EMENDA Nº 1",521592,2011,61,"PEC  N  61 2011",N,314,2011-11-08,PEC
15225,"REQUERIMENTO DE RETIRADA DE PAUTA",530662,2010,517,"MPV  N  517 2010",N,116,2011-05-18,MPV
13405,"REQUERIMENTO DE RETIRADA DE PAUTA",525831,2011,61,"PEC  N  61 2011",N,313,2011-11-08,PEC
10939,"DVS - PSDB -  ART. 5º DO PLV",526179,2010,513,"MPV  N  513 2010",S,84,2011-04-26,MPV
25949,"REQUERIMENTO DE RETIRADA DE PAUTA",530185,2010,517,"MPV  N  517 2010",N,116,2011-05-18,MPV
9294,"REQUERIMENTO DE RETIRADA DE PAUTA",524709,2010,517,"MPV  N  517 2010",N,116,2011-05-18,MPV
16219,"PT - DESTAQUE DE PREFERÊNCIA PARA VOTAÇÃO DA PEC Nº 61/2011",529135,2011,61,"PEC  N  61 2011",S,314,2011-11-08,PEC
